prompt,chat,link,date,sent,status,eligible,chat_name,subscription_id
Кто знает как сделать так чтобы с помощью телефона можно было включать ПК ? Через приложение или как ?,CHAT-WINDOWS 💻,t.me/chatpc/229157,12/1/2024 11:00pm,,,,,7
"Конкретно я покупаю в Ветеринарном госпитале Тираны. Но уверенна, он есть и в других зоомагазинах и ветеринарных клиниках",Экспаты. Албания 🏖,t.me/aparta_live_al/62379,12/1/2024 11:01pm,,,,,8
"Добрый вечер, а кто- нибудь искал по ветклиникам в СПб каниген или что- то кроме биокан/ мультикан? Удалось найти?",Папийоны-это счастье🦋,t.me/papillons_butterfly/254959,12/1/2024 11:01pm,,,,,8
"скиньте кто-нибудь драйвер на ссд м2 при установки винды , не видит их",CHAT-WINDOWS 💻,t.me/chatpc/229158,12/1/2024 11:01pm,,,,,5
"Стиральная машина Атлант, загрузка 4,5 кг. Рабочая, не была в ремонте. Цена 7000 руб.",ПОДСЛУШАНО ШУМЕРЛЯ И ШУМЕРЛИНСКИЙ РАЙОН,t.me/shumerlyapodslushano/95679,12/1/2024 11:02pm,,,,,2
"А так на Ютубе забей, Лёгкий способ установки и переноса файлов на Андроид ТВ. Посмотри как по воздуху с телефона передавать через Файловые менеджеры.",LazyMediaDeluxe Chat,t.me/lazymediadeluxe_chat/349529,12/1/2024 11:03pm,,,,,5
Добрый вечер! Может кто-то подскажет телефон электрика?,ЖК Императорские Мытищи,t.me/imperatorskie_mytishi_zhk/384667,12/1/2024 11:04pm,checked,checked,checked,,4
"Здравствуйте. Подскажите, пожалуйста, мастера по ремонту компьютеров р-н Новые дома или с выездом. Благодарю!",ХАРКІВ інфочат,t.me/kharkiv_infochat/498295,12/1/2024 11:05pm,,,,,7
"1-я нововатутинская д 5 Между 7 и 8 подъездом.  2-я нововатутинская д 1, вход где ветклиника","Соседи. Микрорайон Южный 🇷🇺 (Южные Ватутинки, Квартал Южный)",t.me/YuzhnyeVatutinki/37551,12/1/2024 11:08pm,,,,,8
"Ежегодно с появления DSL провайдеров, с появлением смартфонов добавилось ежегодное ""программисты больше не нужны"", с появлением AI пришло ""нас всех заменит AI""",DevOps Jobs - работа и аналитика,t.me/devops_jobs/1310304,12/1/2024 11:08pm,,,,,7
"ну позже переспорси тут, может кто поможет. Мне с установкой винды тоже не то чтобы помогли. Вернее помогли, но только посоветовав попробовать копирование) За что тоже спасибо конечно.",Компьютерная Помощь,t.me/freeremont/361744,12/1/2024 11:11pm,,,,,5
"Всем привет. Чищу обслуживаю ноуты, собираю компьютеры. Кому нужна помощь в этом вопросе, пишите, звоните всегда на связи. Кошице",Slovakia Словакия Словаччина + Братислава,t.me/SlovakiaTop1/77003,12/1/2024 11:11pm,,,,,7
"Добрый вечер, у кого то получилось установить chat gpt на винду с русским акк",Rozetked Discuss,t.me/rztkd_chat/2211412,12/1/2024 11:11pm,,,,,5
ААА КАК ПОЧИНИТЬ ДС НА ТЕЛЕФОНЕ ПОДСКАЖИТЕ,🔥 ЮБА Трейды・Чат YBA,t.me/YBATREYDI/7747641,12/1/2024 11:12pm,,,,,7
"Всем привет. Чищу обслуживаю ноуты, собираю компьютеры. Кому нужна помощь в этом вопросе, пишите, звоните всегда на связи",Словакия Братислава украинцы,t.me/SlovakiaBratislavaUkr/10529,12/1/2024 11:12pm,,,,,7
ААА КАК ПОЧИНИТЬ ДС НА ТЕЛЕФОНЕ ПОДСКАЖИТЕ ААА КАК ПОЧИНИТЬ ДС НА ТЕЛЕФОНЕ ПОДСКАЖИТЕ ААА КАК ПОЧИНИТЬ ДС НА ТЕЛЕФОНЕ ПОДСКАЖИТЕ ААА КАК ПОЧИНИТЬ ДС НА ТЕЛЕФОНЕ ПОДСКАЖИТЕ,🔥 ЮБА Трейды・Чат YBA,t.me/YBATREYDI/7747701,12/1/2024 11:12pm,checked,checked,checked,,7
Добрый вечер. После последнего обновления 5.2.3 пропала камера и партроники. И многие настройки. Многое вернула обратно по настройкам но камеру не могу найти в меню и партроники,ZEEKR club,t.me/zeekrclub/728706,12/1/2024 11:12pm,,,,,7
"Срочно нужна помощь! Всё по закону, оплачиваю 3000 рублей за полчаса делов! Нужен только телефон!","Работа тут! Санкт - Петербург, Питер подрабокта, СПб халтура, Крипта, Crypt, Реклама, Бизнес идеи, Business Saint-P💰",t.me/work_saint_p/9110321,12/1/2024 11:13pm,,,,,7
"Я тоже, я могу вротнайт на телефон установить",Быдлобот,t.me/tovbotn/23722309,12/1/2024 11:15pm,,,,,5
"Добрый вечер, соседи, кто менял окна лоджии на теплые окна? Киньте, пж, контакты в личку.",ЖК Прокшино Основной Чат,t.me/pro_prokshino_chat/422893,12/1/2024 11:16pm,checked,checked,checked,,6
Если кто-то знает номер сантехника дайте пожалуйста 🙏,"Соседи: ЖК Ватутинки, ЖК Кленовые аллеи, ЖК Тройка, Троицк",t.me/vatytinki_troitsk/32645,12/1/2024 11:19pm,checked,checked,checked,,4
